route26_id,source,folio,locus,section_note,locus_kind,locus_code,visual_context,token,prefix,suffix,line_position,token_index,line_token_count,previous_token,next_token,line_tokens,image_file_or_url,visual_zone,ring,sector,radius,object_nearby,visual_notes,annotation_confidence,visual_match_status,semantic_guardrail
R26-0697,ZL3b-n.txt,f112r,"f112r.5,+P0","Light star, 7 points, tail",P,P,paragraph/text line,otal,ot,al,middle,5,10,otody,okeeey,otair o kody otody otal okeeey otar am oain oy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0698,ZL3b-n.txt,f112r,"f112r.5,+P0","Light star, 7 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,7,10,okeeey,am,otair o kody otody otal okeeey otar am oain oy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0699,ZL3b-n.txt,f112r,"f112r.18,+P0","Light star, 7 points, tail",P,P,paragraph/text line,okal,ok,al,middle,7,10,aiin,chody,saiin al key chey dalchd aiin okal chody chedy cham,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0700,ZL3b-n.txt,f112r,"f112r.19,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otal,ot,al,middle,4,12,l,y,polchdy o l otal y raiin sheky qeey qokey qokeey qoky am,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0701,ZL3b-n.txt,f112r,"f112r.38,+P0","Light star, 8 points, tail",P,P,paragraph/text line,okal,ok,al,middle,10,11,qokey,okedy,sar ain olkeear okeody qok a iin oteedy qokey okal okedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0702,ZL3b-n.txt,f112r,"f112r.40,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,okal,ok,al,middle,2,10,sain,lkeedy,sain okal lkeedy okar okchedy qokal keedy chkey oty oral,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0703,ZL3b-n.txt,f112r,"f112r.40,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,okar,ok,ar,middle,4,10,lkeedy,okchedy,sain okal lkeedy okar okchedy qokal keedy chkey oty oral,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0704,ZL3b-n.txt,f112r,"f112r.43,+P0","Light star, 7 points, tail",P,P,paragraph/text line,okar,ok,ar,middle,4,14,aiin,opor,yteeo r aiin okar opor aiin ycheedy q ee o dar yteeey sheor oteeg,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0705,ZL3b-n.txt,f112v,"f112v.5,+P0","Light star, dotted?, 7 points, tail",P,P,paragraph/text line,otal,ot,al,middle,5,9,daiin,chear,sain aiiin okey daiin otal chear okedy okaiin cheeoldy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0706,ZL3b-n.txt,f112v,"f112v.8,+P0","Light star, 7 points, tail??",P,P,paragraph/text line,okar,ok,ar,middle,2,9,ocheor,aiiin,ocheor okar aiiin otaiin okal okar otal kedy chekaiiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0707,ZL3b-n.txt,f112v,"f112v.8,+P0","Light star, 7 points, tail??",P,P,paragraph/text line,okal,ok,al,middle,5,9,otaiin,okar,ocheor okar aiiin otaiin okal okar otal kedy chekaiiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0708,ZL3b-n.txt,f112v,"f112v.8,+P0","Light star, 7 points, tail??",P,P,paragraph/text line,okar,ok,ar,middle,6,9,okal,otal,ocheor okar aiiin otaiin okal okar otal kedy chekaiiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0709,ZL3b-n.txt,f112v,"f112v.8,+P0","Light star, 7 points, tail??",P,P,paragraph/text line,otal,ot,al,middle,7,9,okar,kedy,ocheor okar aiiin otaiin okal okar otal kedy chekaiiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0710,ZL3b-n.txt,f112v,"f112v.44,+P0","Light star, 6 points, tail",P,P,paragraph/text line,otol,ot,ol,middle,4,9,qaiin,teol,qokchal qokey qaiin otol teol okal otedar epalchdy alpchdy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0711,ZL3b-n.txt,f112v,"f112v.44,+P0","Light star, 6 points, tail",P,P,paragraph/text line,okal,ok,al,middle,6,9,teol,otedar,qokchal qokey qaiin otol teol okal otedar epalchdy alpchdy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0712,ZL3b-n.txt,f112v,"f112v.47,+P0","Light star, dotted, 7 points, tail??",P,P,paragraph/text line,otar,ot,ar,middle,2,9,e,aig,e otar aig oaral alor aiiin olkaiin oty ary,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0713,ZL3b-n.txt,f113r,"f113r.5,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,6,15,chekal,shos,ycheeckhy osaiin cheoar qokaiin chekal otar shos aiin chckhy chd o y okol chedy chedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0714,ZL3b-n.txt,f113r,"f113r.5,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,okol,ok,ol,middle,13,15,y,chedy,ycheeckhy osaiin cheoar qokaiin chekal otar shos aiin chckhy chd o y okol chedy chedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0715,ZL3b-n.txt,f113r,"f113r.6,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otal,ot,al,middle,7,16,otain,ches,sor cheo cheey oteeos aiin otain otal ches aiin alchl sheey kchol okeeo l kaiin ol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0716,ZL3b-n.txt,f113r,"f113r.8,+P0","Light star, 7 points, tail",P,P,paragraph/text line,otal,ot,al,end,11,11,chykeor,,pchosos cheoarkeeol qokeey lkchey qokar chos shey qopchy rchsy chykeor otal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0717,ZL3b-n.txt,f113r,"f113r.30,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,6,11,sheeeky,qchar,folchear oteol lshedy lkshedy sheeeky otar qchar tar shkchedy qokchd opy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0718,ZL3b-n.txt,f113r,"f113r.32,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otal,ot,al,middle,5,11,okshedy,okaiin,shodaiin shkaiin chcthal okshedy otal okaiin cphoal otain okaiin chedy qotal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0719,ZL3b-n.txt,f113r,"f113r.35,+P0","Light star, 7 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,10,14,qotaiin,okar,y sh s sheeo lkeeos aiin qokeees okchedy qotaiin otar okar ockhy rchdy qosain,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0720,ZL3b-n.txt,f113r,"f113r.35,+P0","Light star, 7 points, tail",P,P,paragraph/text line,okar,ok,ar,middle,11,14,otar,ockhy,y sh s sheeo lkeeos aiin qokeees okchedy qotaiin otar okar ockhy rchdy qosain,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0721,ZL3b-n.txt,f113r,"f113r.37,+P0","Light star, dotted, 8 points, tail",P,P,paragraph/text line,otal,ot,al,end,10,10,lfchedy,,tshedy qokaiin shedar sheocphy okchdy pcheody opchear opchedy lfchedy otal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0722,ZL3b-n.txt,f113v,"f113v.2,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,okal,ok,al,middle,14,15,aiin,cheyor,teoar ain qotar ycheey otaiir otaiin okchy lkchdy oteol ar al ar aiin okal cheyor,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0723,ZL3b-n.txt,f113v,"f113v.7,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,9,12,qotaiin,ar,fcheshd teody lkeeody oteedy lchealaim shockhol opchedy qotaiin otar ar al oteal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0724,ZL3b-n.txt,f113v,"f113v.8,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otor,ot,or,middle,9,11,qokchedy,otar,ycheody qokeeor choltar olkam chokam odal sheckhy qokchedy otor otar toky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0725,ZL3b-n.txt,f113v,"f113v.8,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,10,11,otor,toky,ycheody qokeeor choltar olkam chokam odal sheckhy qokchedy otor otar toky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0726,ZL3b-n.txt,f113v,"f113v.10,+P0","Light star, 7 points, tail",P,P,paragraph/text line,otor,ot,or,middle,11,14,dal,ar,polaiin oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0727,ZL3b-n.txt,f113v,"f113v.11,+P0","Light star, 7 points, tail",P,P,paragraph/text line,otal,ot,al,middle,5,12,olkeey,chotair,orsheor oteeo cheey olkeey otal chotair otar qotar okar oko lkedal ram,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0728,ZL3b-n.txt,f113v,"f113v.11,+P0","Light star, 7 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,7,12,chotair,qotar,orsheor oteeo cheey olkeey otal chotair otar qotar okar oko lkedal ram,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0729,ZL3b-n.txt,f113v,"f113v.11,+P0","Light star, 7 points, tail",P,P,paragraph/text line,okar,ok,ar,middle,9,12,qotar,oko,orsheor oteeo cheey olkeey otal chotair otar qotar okar oko lkedal ram,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0730,ZL3b-n.txt,f113v,"f113v.13,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,2,12,poraiin,ar,poraiin otar ar okol shedy qokchedy otchdy qotor qoteedar roral fchee llor,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0731,ZL3b-n.txt,f113v,"f113v.13,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,okol,ok,ol,middle,4,12,ar,shedy,poraiin otar ar okol shedy qokchedy otchdy qotor qoteedar roral fchee llor,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0732,ZL3b-n.txt,f113v,"f113v.14,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,okal,ok,al,middle,10,13,qokaiin,o,dar al sheey qotaiin chor cthol okeshos olchedy qokaiin okal o kaiin olo,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0733,ZL3b-n.txt,f113v,"f113v.19,+P0","Light star, 7 points, tail",P,P,paragraph/text line,okar,ok,ar,middle,6,11,qokaiin,checthy,daiin qokeeody qokar okaiin qokaiin okar checthy okal ched lchal qckham,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0734,ZL3b-n.txt,f113v,"f113v.19,+P0","Light star, 7 points, tail",P,P,paragraph/text line,okal,ok,al,middle,8,11,checthy,ched,daiin qokeeody qokar okaiin qokaiin okar checthy okal ched lchal qckham,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0735,ZL3b-n.txt,f113v,"f113v.21,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,2,14,polaiin,qotain,polaiin otar qotain chtol tarol cheol kaiin chp kcheos okar a ith ar lo,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0736,ZL3b-n.txt,f113v,"f113v.21,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,okar,ok,ar,middle,10,14,kcheos,a,polaiin otar qotain chtol tarol cheol kaiin chp kcheos okar a ith ar lo,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0737,ZL3b-n.txt,f113v,"f113v.22,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,13,14,okaiin,aly,okaiin okaiin ch ee a ky raiin olal okaiin cheody okaiin okaiin otar aly,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0738,ZL3b-n.txt,f113v,"f113v.23,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,okar,ok,ar,middle,7,13,chakair,al,ykaiin al kar okain qokaiin chakair okar al cheody qokor otal lkl lol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0739,ZL3b-n.txt,f113v,"f113v.23,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otal,ot,al,middle,11,13,qokor,lkl,ykaiin al kar okain qokaiin chakair okar al cheody qokor otal lkl lol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0740,ZL3b-n.txt,f113v,"f113v.26,+P0","Light star, 8 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,5,13,qoteeol,ar,okiin al keechy qoteeol otar ar otchey otaiin al otaiin otol qotody loty,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0741,ZL3b-n.txt,f113v,"f113v.26,+P0","Light star, 8 points, tail",P,P,paragraph/text line,otol,ot,ol,middle,11,13,otaiin,qotody,okiin al keechy qoteeol otar ar otchey otaiin al otaiin otol qotody loty,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0742,ZL3b-n.txt,f113v,"f113v.32,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,okar,ok,ar,end,9,9,aiiin,,sheo l keey qokain char ar olar aiiin okar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0743,ZL3b-n.txt,f113v,"f113v.33,+P0","Light star, 7 points, tail",P,P,paragraph/text line,okal,ok,al,middle,8,15,qokaiin,qofcheol,pol s r airy oteo qokeedy qokaiin okal qofcheol qokaiin opalor lkch ofch r s,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0744,ZL3b-n.txt,f113v,"f113v.36,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,okar,ok,ar,middle,3,11,olkaiin,okeeedy,ofaral olkaiin okar okeeedy tshedy qokeedy otchey p chedy tsho lteam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0745,ZL3b-n.txt,f113v,"f113v.38,+P0","Light star, 8 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,2,10,pcholky,airol,pcholky otar airol okeedy chokor sheedy oteey teear otorsheey qoteal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0746,ZL3b-n.txt,f113v,"f113v.44,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,okar,ok,ar,middle,4,6,otain,otaiin,daiin cheal otain okar otaiin oloiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0747,ZL3b-n.txt,f113v,"f113v.48,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,okal,ok,al,middle,11,12,lkaiin,dy,y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0748,ZL3b-n.txt,f114r,"f114r.15,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,3,14,otair,okod,qoedy otair otar okod chodar y dal oeedy qokolkchdy dalol y qokaiin ched al,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0749,ZL3b-n.txt,f114r,"f114r.16,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otal,ot,al,middle,9,14,cheoty,cheo,cheoal sheedo l kol dair dair chdair cheoty otal cheo dair chekar otol chedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0750,ZL3b-n.txt,f114r,"f114r.16,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,otol,ot,ol,middle,13,14,chekar,chedy,cheoal sheedo l kol dair dair chdair cheoty otal cheo dair chekar otol chedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0751,ZL3b-n.txt,f114r,"f114r.18,+P0","Light star, dotted, 7 points, tail",P,P,paragraph/text line,okar,ok,ar,middle,2,7,lcheos,y,lcheos okar y cheodeeey qoeeody qodaiin daildain,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0752,ZL3b-n.txt,f114r,"f114r.20,+P0","Light star, 7 points, tail",P,P,paragraph/text line,otar,ot,ar,middle,10,13,aiin,otedy,sair chedaiin dalchdy daiidy olchedy chedaiin oteedy qoted aiin otar otedy do rol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0753,ZL3b-n.txt,f114r,"f114r.25,+P0","Light star, 8 points, tail",P,P,paragraph/text line,okol,ok,ol,middle,10,14,aiy,aiir,oaiil chey qokeedy chedy qoeey qokodaiin cheey kais aiy okol aiir otair or airy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0754,ZL3b-n.txt,f114r,"f114r.26,+P0","Light star, 8 points, tail",P,P,paragraph/text line,okar,ok,ar,middle,5,10,chodaiin,olkaiin,ycheeodaiin olkaiir qokaiin chodaiin okar olkaiin okaiin cheody airoy olam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
