route42_id,route32_id,route28_id,folio,priority_level,locus_kind,token_counts,top_loci,current_image_url,current_commons_page,manifest_label,match_status,yale_image_id,yale_iiif_jpg_url,yale_tiff_url,yale_catalog_url,yale_width,yale_height,local_image_path,download_plan_status,manual_annotation_status,manual_visual_notes,semantic_guardrail
R42-001,R32-001,R28-001,f99v,P0,P,okol=4|okal=2|okor=1|otol=1,"f99v.12,+P0|f99v.13,+P0|f99v.21,@P0|f99v.24,+P0|f99v.33,+P0",https://upload.wikimedia.org/wikipedia/commons/6/69/Voynich_Manuscript_%28176%29.jpg,https://commons.wikimedia.org/wiki/File:Voynich_Manuscript_(176).jpg,99v,matched_exact_manifest_label,1006247,https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg,https://collections.library.yale.edu/download/tiff/1006247,https://collections.library.yale.edu/catalog/2002046?child_oid=1006247,2802,3697,images/raw/yale_iiif_r32/f99v_1006247.jpg,downloaded,,,highres_source_download_not_visual_evidence
R42-002,R32-002,R28-020,f1r,P1,P,okol=1|otol=1,"f1r.21,=Pt|f1r.24,+P0",https://upload.wikimedia.org/wikipedia/commons/3/37/Voynich_Manuscript_%283%29.jpg,https://commons.wikimedia.org/wiki/File:Voynich_Manuscript_(3).jpg,1r,matched_exact_manifest_label,1006076,https://collections.library.yale.edu/iiif/2/1006076/full/full/0/default.jpg,https://collections.library.yale.edu/download/tiff/1006076,https://collections.library.yale.edu/catalog/2002046?child_oid=1006076,2972,3766,images/raw/yale_iiif_r32/f1r_1006076.jpg,downloaded,,,highres_source_download_not_visual_evidence
R42-003,R32-003,R28-021,f67r2,P1,P,okol=2,"f67r2.35,@Pb|f67r2.73,+P0",https://upload.wikimedia.org/wikipedia/commons/e/ef/Voynich_Manuscript_%28121%29.jpg,https://commons.wikimedia.org/wiki/File:Voynich_Manuscript_(121).jpg,67r,matched_collapsed_folio,1006194,https://collections.library.yale.edu/iiif/2/1006194/full/full/0/default.jpg,https://collections.library.yale.edu/download/tiff/1006194,https://collections.library.yale.edu/catalog/2002046?child_oid=1006194,4972,3738,images/raw/yale_iiif_r32/f67r2_1006194.jpg,downloaded,,,highres_source_download_not_visual_evidence
R42-004,R32-004,R28-022,f67v1,P1,L,okal=1|okol=1,"f67v1.3,&L0|f67v1.5,&L0",https://upload.wikimedia.org/wikipedia/commons/a/ab/Voynich_Manuscript_%28122%29.jpg,https://commons.wikimedia.org/wiki/File:Voynich_Manuscript_(122).jpg,67v,matched_collapsed_folio,1006195,https://collections.library.yale.edu/iiif/2/1006195/full/full/0/default.jpg,https://collections.library.yale.edu/download/tiff/1006195,https://collections.library.yale.edu/catalog/2002046?child_oid=1006195,5059,3753,images/raw/yale_iiif_r32/f67v1_1006195.jpg,downloaded,,,highres_source_download_not_visual_evidence
R42-005,R32-005,R28-023,f84r,P1,P,okal=1|otar=1,"f84r.24,+P0|f84r.29,+P0",https://upload.wikimedia.org/wikipedia/commons/8/8e/Voynich_Manuscript_%28153%29.jpg,https://commons.wikimedia.org/wiki/File:Voynich_Manuscript_(153).jpg,84r,matched_exact_manifest_label,1006226,https://collections.library.yale.edu/iiif/2/1006226/full/full/0/default.jpg,https://collections.library.yale.edu/download/tiff/1006226,https://collections.library.yale.edu/catalog/2002046?child_oid=1006226,2753,3745,images/raw/yale_iiif_r32/f84r_1006226.jpg,downloaded,,,highres_source_download_not_visual_evidence
R42-006,R32-006,R28-024,f88v,P1,P,okol=1|otol=1,"f88v.17,+P0|f88v.18,+P0",https://upload.wikimedia.org/wikipedia/commons/6/6d/Voynich_Manuscript_%28162%29.jpg,https://commons.wikimedia.org/wiki/File:Voynich_Manuscript_(162).jpg,88v and 89r,matched_composite_manifest_label,1006233,https://collections.library.yale.edu/iiif/2/1006233/full/full/0/default.jpg,https://collections.library.yale.edu/download/tiff/1006233,https://collections.library.yale.edu/catalog/2002046?child_oid=1006233,9078,3777,images/raw/yale_iiif_r32/f88v_1006233.jpg,downloaded,,,highres_source_download_not_visual_evidence
R42-007,R32-007,R28-025,f89r2,P1,P,okar=1|otol=1,"f89r2.12,@P0|f89r2.28,+P0",https://upload.wikimedia.org/wikipedia/commons/6/6d/Voynich_Manuscript_%28162%29.jpg,https://commons.wikimedia.org/wiki/File:Voynich_Manuscript_(162).jpg,88v and 89r,matched_composite_manifest_label,1006233,https://collections.library.yale.edu/iiif/2/1006233/full/full/0/default.jpg,https://collections.library.yale.edu/download/tiff/1006233,https://collections.library.yale.edu/catalog/2002046?child_oid=1006233,9078,3777,images/raw/yale_iiif_r32/f89r2_1006233.jpg,downloaded,,,highres_source_download_not_visual_evidence
R42-008,R32-008,R28-026,f99r,P1,L,okar=1|okor=1,"f99r.2,@Lf|f99r.8,@Lf",https://upload.wikimedia.org/wikipedia/commons/4/45/Voynich_Manuscript_%28175%29.jpg,https://commons.wikimedia.org/wiki/File:Voynich_Manuscript_(175).jpg,99r,matched_exact_manifest_label,1006246,https://collections.library.yale.edu/iiif/2/1006246/full/full/0/default.jpg,https://collections.library.yale.edu/download/tiff/1006246,https://collections.library.yale.edu/catalog/2002046?child_oid=1006246,2702,3765,images/raw/yale_iiif_r32/f99r_1006246.jpg,downloaded,,,highres_source_download_not_visual_evidence
