source,folio,locus,locus_kind,locus_code,visual_context,note,token,target_status,prefix,suffix,line_position,token_index,line_token_count,previous_token,next_token,line_tokens
ZL3b-n.txt,f1r,"f1r.1,@P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,ykal,broad,yk,al,middle,2,12,fachys,ar,fachys ykal ar ataiin shol shory cth oto res y kor sholdy
ZL3b-n.txt,f1r,"f1r.1,@P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,ar,standalone,,ar,middle,3,12,ykal,ataiin,fachys ykal ar ataiin shol shory cth oto res y kor sholdy
ZL3b-n.txt,f1r,"f1r.1,@P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,shol,exact,sh,ol,middle,5,12,ataiin,shory,fachys ykal ar ataiin shol shory cth oto res y kor sholdy
ZL3b-n.txt,f1r,"f1r.2,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,or,standalone,,or,middle,3,11,ckhar,y,sory ckhar or y kair chtaiin shar ase cthar cthar dan
ZL3b-n.txt,f1r,"f1r.2,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,shar,broad,sh,ar,middle,7,11,chtaiin,ase,sory ckhar or y kair chtaiin shar ase cthar cthar dan
ZL3b-n.txt,f1r,"f1r.3,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,or,standalone,,or,middle,3,9,sheky,ykaiin,syaiir sheky or ykaiin shod cthoary cthes daraiin sy
ZL3b-n.txt,f1r,"f1r.4,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,or,standalone,,or,middle,10,11,okaiin,okan,soiin oteey oteo s r roloty cthiar daiin okaiin or okan
ZL3b-n.txt,f1r,"f1r.5,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,chear,broad,ch,ar,middle,3,6,y,cthaiin,sair y chear cthaiin cphar cfhaiin
ZL3b-n.txt,f1r,"f1r.7,*P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,odar,exact,od,ar,start,1,10,,c,odar c y shol cphoy oydar sh s cfhoaiin shodary
ZL3b-n.txt,f1r,"f1r.7,*P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,shol,exact,sh,ol,middle,4,10,y,cphoy,odar c y shol cphoy oydar sh s cfhoaiin shodary
ZL3b-n.txt,f1r,"f1r.7,*P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,oydar,broad,o,ar,middle,6,10,cphoy,sh,odar c y shol cphoy oydar sh s cfhoaiin shodary
ZL3b-n.txt,f1r,"f1r.8,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,otchol,broad,ot,ol,middle,4,10,okchoy,chocthy,yshey shody okchoy otchol chocthy os chy dain chor kos
ZL3b-n.txt,f1r,"f1r.8,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,chor,exact,ch,or,middle,9,10,dain,kos,yshey shody okchoy otchol chocthy os chy dain chor kos
ZL3b-n.txt,f1r,"f1r.12,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,oteol,broad,ot,ol,middle,4,8,otairin,okan,oksho kshoy otairin oteol okan shodain sckhey daiin
ZL3b-n.txt,f1r,"f1r.14,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,chol,exact,ch,ol,middle,3,14,oiin,odaiin,dain oiin chol odaiin chodain chdy ok a o in d n cthy kod
ZL3b-n.txt,f1r,"f1r.15,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,char,broad,ch,ar,middle,6,12,r,shey,daiin shckhey ck eo r char shey kol chol chol kor chal
ZL3b-n.txt,f1r,"f1r.15,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,chol,exact,ch,ol,middle,9,12,kol,chol,daiin shckhey ck eo r char shey kol chol chol kor chal
ZL3b-n.txt,f1r,"f1r.15,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,chol,exact,ch,ol,middle,10,12,chol,kor,daiin shckhey ck eo r char shey kol chol chol kor chal
ZL3b-n.txt,f1r,"f1r.15,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,chal,broad,ch,al,end,12,12,kor,,daiin shckhey ck eo r char shey kol chol chol kor chal
ZL3b-n.txt,f1r,"f1r.16,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,chol,exact,ch,ol,middle,2,10,sho,shodan,sho chol shodan kshy kchy d or chodaiin sho koeam
ZL3b-n.txt,f1r,"f1r.16,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,or,standalone,,or,middle,7,10,d,chodaiin,sho chol shodan kshy kchy d or chodaiin sho koeam
ZL3b-n.txt,f1r,"f1r.18,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,shol,exact,sh,ol,middle,2,9,yto,she,yto shol she kodshey cphealy dar ain dain ckhyds
ZL3b-n.txt,f1r,"f1r.18,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,dar,exact,d,ar,middle,6,9,cphealy,ain,yto shol she kodshey cphealy dar ain dain ckhyds
ZL3b-n.txt,f1r,"f1r.19,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,dchar,broad,d,ar,start,1,12,,shcthaiin,dchar shcthaiin okaiir chey 192 chy 130 tol cthols dlo ct o
ZL3b-n.txt,f1r,"f1r.20,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,chor,exact,ch,or,middle,2,5,shok,chey,shok chor chey dain ckhey
ZL3b-n.txt,f1r,"f1r.21,=Pt",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,otol,exact,ot,ol,start,1,2,,daiiin,otol daiiin
ZL3b-n.txt,f1r,"f1r.22,*P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,chol,exact,ch,ol,middle,4,10,shokcheey,tshodeesy,cpho shaiin shokcheey chol tshodeesy shey pydeey cha ro dar
ZL3b-n.txt,f1r,"f1r.22,*P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,dar,exact,d,ar,end,10,10,ro,,cpho shaiin shokcheey chol tshodeesy shey pydeey cha ro dar
ZL3b-n.txt,f1r,"f1r.23,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,chol,exact,ch,ol,middle,2,10,ydoin,dain,ydoin chol dain cthal dar shear kaiin dar shey cthar
ZL3b-n.txt,f1r,"f1r.23,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,dar,exact,d,ar,middle,5,10,cthal,shear,ydoin chol dain cthal dar shear kaiin dar shey cthar
ZL3b-n.txt,f1r,"f1r.23,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,shear,broad,sh,ar,middle,6,10,dar,kaiin,ydoin chol dain cthal dar shear kaiin dar shey cthar
ZL3b-n.txt,f1r,"f1r.23,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,dar,exact,d,ar,middle,8,10,kaiin,shey,ydoin chol dain cthal dar shear kaiin dar shey cthar
ZL3b-n.txt,f1r,"f1r.24,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,okol,exact,ok,ol,middle,5,10,shoaiin,daiin,cho o kaiin shoaiin okol daiin far cthol daiin ctholdar
ZL3b-n.txt,f1r,"f1r.25,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,chol,exact,ch,ol,middle,8,11,o,k,ycheey okeey oky daiin okchey kokaiin o chol k dchy dal
ZL3b-n.txt,f1r,"f1r.25,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,dal,exact,d,al,end,11,11,dchy,,ycheey okeey oky daiin okchey kokaiin o chol k dchy dal
ZL3b-n.txt,f1r,"f1r.26,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,dal,exact,d,al,middle,9,10,keey,chtor,dcheo shody koshey cthy ok chey keey keey dal chtor
ZL3b-n.txt,f1r,"f1r.26,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,chtor,broad,ch,or,end,10,10,dal,,dcheo shody koshey cthy ok chey keey keey dal chtor
ZL3b-n.txt,f1r,"f1r.27,+P0",P,P,paragraph/text line,The 2nd and 3rd paragraphs start with thick non-Voynich symbols.,chol,exact,ch,ol,middle,2,5,eo,chok,eo chol chok choty chotey
ZL3b-n.txt,f1v,"f1v.1,@P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",char,broad,ch,ar,middle,6,8,tchey,cfhar,kchsy chydaiin olo l tchey char cfhar am
ZL3b-n.txt,f1v,"f1v.2,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",char,broad,ch,ar,middle,2,7,yteey,or,yteey char or ochydcho lkody okodar chody
ZL3b-n.txt,f1v,"f1v.2,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",or,standalone,,or,middle,3,7,char,ochydcho,yteey char or ochydcho lkody okodar chody
ZL3b-n.txt,f1v,"f1v.2,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",okodar,broad,ok,ar,middle,6,7,lkody,chody,yteey char or ochydcho lkody okodar chody
ZL3b-n.txt,f1v,"f1v.3,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",dal,exact,d,al,end,7,7,kotchody,,da ckhy ckhockhy shydksheey cthy kotchody dal
ZL3b-n.txt,f1v,"f1v.4,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",dol,broad,d,ol,start,1,5,,chokeo,dol chokeo dair damsochey chokody
ZL3b-n.txt,f1v,"f1v.5,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",shol,exact,sh,ol,middle,2,8,potoy,dair,potoy shol dair cphoaldar chey tody otoaiin shoshy
ZL3b-n.txt,f1v,"f1v.6,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",chol,exact,ch,ol,middle,2,10,choky,ctho,choky chol ctho l shol okaldolchey chodo lol chy cthy
ZL3b-n.txt,f1v,"f1v.6,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",shol,exact,sh,ol,middle,5,10,l,okaldolchey,choky chol ctho l shol okaldolchey chodo lol chy cthy
ZL3b-n.txt,f1v,"f1v.7,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",ol,standalone,,ol,middle,2,11,qo,choees,qo ol choees cheol dol ctheyykol dol dolo ykol do lchiody
ZL3b-n.txt,f1v,"f1v.7,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",cheol,broad,ch,ol,middle,4,11,choees,dol,qo ol choees cheol dol ctheyykol dol dolo ykol do lchiody
ZL3b-n.txt,f1v,"f1v.7,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",dol,broad,d,ol,middle,5,11,cheol,ctheyykol,qo ol choees cheol dol ctheyykol dol dolo ykol do lchiody
ZL3b-n.txt,f1v,"f1v.7,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",dol,broad,d,ol,middle,7,11,ctheyykol,dolo,qo ol choees cheol dol ctheyykol dol dolo ykol do lchiody
ZL3b-n.txt,f1v,"f1v.7,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",ykol,broad,yk,ol,middle,9,11,dolo,do,qo ol choees cheol dol ctheyykol dol dolo ykol do lchiody
ZL3b-n.txt,f1v,"f1v.8,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",okolshol,broad,ok,ol,start,1,9,,kol,okolshol kol kechy chol kychol cthol chody chol daiin
ZL3b-n.txt,f1v,"f1v.8,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",chol,exact,ch,ol,middle,4,9,kechy,kychol,okolshol kol kechy chol kychol cthol chody chol daiin
ZL3b-n.txt,f1v,"f1v.8,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",chol,exact,ch,ol,middle,8,9,chody,daiin,okolshol kol kechy chol kychol cthol chody chol daiin
ZL3b-n.txt,f1v,"f1v.9,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",shor,exact,sh,or,start,1,14,,okol,shor okol chol dol ky darshol dchor o tcho dar sh 209 h ody
ZL3b-n.txt,f1v,"f1v.9,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",okol,exact,ok,ol,middle,2,14,shor,chol,shor okol chol dol ky darshol dchor o tcho dar sh 209 h ody
ZL3b-n.txt,f1v,"f1v.9,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",chol,exact,ch,ol,middle,3,14,okol,dol,shor okol chol dol ky darshol dchor o tcho dar sh 209 h ody
ZL3b-n.txt,f1v,"f1v.9,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",dol,broad,d,ol,middle,4,14,chol,ky,shor okol chol dol ky darshol dchor o tcho dar sh 209 h ody
ZL3b-n.txt,f1v,"f1v.9,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",darshol,broad,d,ol,middle,6,14,ky,dchor,shor okol chol dol ky darshol dchor o tcho dar sh 209 h ody
ZL3b-n.txt,f1v,"f1v.9,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",dchor,broad,d,or,middle,7,14,darshol,o,shor okol chol dol ky darshol dchor o tcho dar sh 209 h ody
ZL3b-n.txt,f1v,"f1v.9,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",dar,exact,d,ar,middle,10,14,tcho,sh,shor okol chol dol ky darshol dchor o tcho dar sh 209 h ody
ZL3b-n.txt,f1v,"f1v.10,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",dal,exact,d,al,middle,3,6,chotchey,chodyschody,taor chotchey dal chodyschody pol chodar
ZL3b-n.txt,f1v,"f1v.10,+P0",P,P,paragraph/text line,"Two paragraphs of text, plant cutting through middle",chodar,broad,ch,ar,end,6,6,pol,,taor chotchey dal chodyschody pol chodar
ZL3b-n.txt,f2r,"f2r.1,@P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",ypchol,broad,y,ol,middle,2,5,kydainy,daiin,kydainy ypchol daiin otchalypchaiin ckholsy
ZL3b-n.txt,f2r,"f2r.2,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",dorchorychkar,broad,d,ar,start,1,4,,sshor,dorchorychkar sshor cthy cto
ZL3b-n.txt,f2r,"f2r.3,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",ychor,broad,y,or,middle,2,4,qotaiincthey,chy,qotaiincthey ychor chy ydychaiin
ZL3b-n.txt,f2r,"f2r.5,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",otochor,broad,ot,or,start,1,4,,alshodaiinchol,otochor alshodaiinchol danytchaiin dan
ZL3b-n.txt,f2r,"f2r.6,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",ddkol,broad,d,ol,middle,3,6,dain,sorytoldydchol,saiin dain ddkol sorytoldydchol dchy cthy
ZL3b-n.txt,f2r,"f2r.7,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",shor,exact,sh,or,start,1,4,,ckhy,shor ckhy daiinychol dan
ZL3b-n.txt,f2r,"f2r.7,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",daiinychol,broad,d,ol,middle,3,4,ckhy,dan,shor ckhy daiinychol dan
ZL3b-n.txt,f2r,"f2r.8,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",shol,exact,sh,ol,middle,5,8,s,fodanyksh,kydain shaiin qoy s shol fodanyksh olsheey daiildy
ZL3b-n.txt,f2r,"f2r.9,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",daiisol,broad,d,ol,end,10,10,dain,,dls sho kol sheey qokey ykody sochol yky dain daiisol
ZL3b-n.txt,f2r,"f2r.10,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",shol,exact,sh,ol,middle,4,11,cholaiin,sheky,qo ky cholaiin shol sheky daiincthey keol saiin e a iin
ZL3b-n.txt,f2r,"f2r.11,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",dal,exact,d,al,middle,2,8,ychain,chy,ychain dal chy dalor shan danolsaiin sheey ckhor
ZL3b-n.txt,f2r,"f2r.11,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",dalor,broad,d,or,middle,4,8,chy,shan,ychain dal chy dalor shan danolsaiin sheey ckhor
ZL3b-n.txt,f2r,"f2r.12,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",okol,exact,ok,ol,start,1,10,,chy,okol chy chor cthor yor an chansaiin chety chyky sal
ZL3b-n.txt,f2r,"f2r.12,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",chor,exact,ch,or,middle,3,10,chy,cthor,okol chy chor cthor yor an chansaiin chety chyky sal
ZL3b-n.txt,f2r,"f2r.12,+P0",P,P,paragraph/text line,"Two paragraphs, top one cut in many places. 1 label near plant leaf",yor,broad,y,or,middle,5,10,cthor,an,okol chy chor cthor yor an chansaiin chety chyky sal
ZL3b-n.txt,f2v,"f2v.2,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",shol,exact,sh,ol,middle,4,8,sho,qotcho,kcho kchy sho shol qotcho loeees qotychor daiin
ZL3b-n.txt,f2v,"f2v.2,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",qotychor,broad,qo,or,middle,7,8,loeees,daiin,kcho kchy sho shol qotcho loeees qotychor daiin
ZL3b-n.txt,f2v,"f2v.3,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",chor,exact,ch,or,middle,2,7,otchy,lshy,otchy chor lshy chol chody chodainchcthy daiin
ZL3b-n.txt,f2v,"f2v.3,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",chol,exact,ch,ol,middle,4,7,lshy,chody,otchy chor lshy chol chody chodainchcthy daiin
ZL3b-n.txt,f2v,"f2v.4,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",cheor,broad,ch,or,middle,3,4,cholo,chodaiin,sho cholo cheor chodaiin
ZL3b-n.txt,f2v,"f2v.5,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",dor,broad,d,or,middle,8,10,shey,chol,kchor shy daiiin ch cko ms shey dor chol daiin
ZL3b-n.txt,f2v,"f2v.5,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",chol,exact,ch,ol,middle,9,10,dor,daiin,kchor shy daiiin ch cko ms shey dor chol daiin
ZL3b-n.txt,f2v,"f2v.6,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",dor,broad,d,or,start,1,10,,chol,dor chol chor chol keol chy chtydaiin o tchor chan
ZL3b-n.txt,f2v,"f2v.6,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",chol,exact,ch,ol,middle,2,10,dor,chor,dor chol chor chol keol chy chtydaiin o tchor chan
ZL3b-n.txt,f2v,"f2v.6,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",chor,exact,ch,or,middle,3,10,chol,chol,dor chol chor chol keol chy chtydaiin o tchor chan
ZL3b-n.txt,f2v,"f2v.6,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",chol,exact,ch,ol,middle,4,10,chor,keol,dor chol chor chol keol chy chtydaiin o tchor chan
ZL3b-n.txt,f2v,"f2v.8,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",chor,exact,ch,or,middle,2,5,chokoishe,cheol,chokoishe chor cheol chol dolody
ZL3b-n.txt,f2v,"f2v.8,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",cheol,broad,ch,ol,middle,3,5,chor,chol,chokoishe chor cheol chol dolody
ZL3b-n.txt,f2v,"f2v.8,+P0",P,P,paragraph/text line,"Just 8 lines, all cut by plant",chol,exact,ch,ol,middle,4,5,cheol,dolody,chokoishe chor cheol chol dolody
ZL3b-n.txt,f3r,"f3r.1,@P0",P,P,paragraph/text line,20 normal lines of text,qopal,broad,qo,al,middle,2,5,tsheos,chol,tsheos qopal chol cthol daimg
ZL3b-n.txt,f3r,"f3r.1,@P0",P,P,paragraph/text line,20 normal lines of text,chol,exact,ch,ol,middle,3,5,qopal,cthol,tsheos qopal chol cthol daimg
ZL3b-n.txt,f3r,"f3r.2,+P0",P,P,paragraph/text line,20 normal lines of text,ycheor,broad,y,or,start,1,5,,chor,ycheor chor dam qotcham cham
ZL3b-n.txt,f3r,"f3r.2,+P0",P,P,paragraph/text line,20 normal lines of text,chor,exact,ch,or,middle,2,5,ycheor,dam,ycheor chor dam qotcham cham
ZL3b-n.txt,f3r,"f3r.3,+P0",P,P,paragraph/text line,20 normal lines of text,ochor,broad,o,or,start,1,5,,qocheor,ochor qocheor chol daiin cthy
ZL3b-n.txt,f3r,"f3r.3,+P0",P,P,paragraph/text line,20 normal lines of text,qocheor,broad,qo,or,middle,2,5,ochor,chol,ochor qocheor chol daiin cthy
ZL3b-n.txt,f3r,"f3r.3,+P0",P,P,paragraph/text line,20 normal lines of text,chol,exact,ch,ol,middle,3,5,qocheor,daiin,ochor qocheor chol daiin cthy
ZL3b-n.txt,f3r,"f3r.4,+P0",P,P,paragraph/text line,20 normal lines of text,chor,exact,ch,or,middle,2,6,schey,chal,schey chor chal chag cham cho
ZL3b-n.txt,f3r,"f3r.4,+P0",P,P,paragraph/text line,20 normal lines of text,chal,broad,ch,al,middle,3,6,chor,chag,schey chor chal chag cham cho
ZL3b-n.txt,f3r,"f3r.5,+P0",P,P,paragraph/text line,20 normal lines of text,qokol,exact,qok,ol,start,1,5,,chololy,qokol chololy s cham cthol
ZL3b-n.txt,f3r,"f3r.6,+P0",P,P,paragraph/text line,20 normal lines of text,chor,exact,ch,or,middle,2,4,ychtaiin,cthom,ychtaiin chor cthom otaldam
ZL3b-n.txt,f3r,"f3r.7,+P0",P,P,paragraph/text line,20 normal lines of text,otchol,broad,ot,ol,start,1,5,,qodaiin,otchol qodaiin chom shom damo
ZL3b-n.txt,f3r,"f3r.8,+P0",P,P,paragraph/text line,20 normal lines of text,ysheor,broad,y,or,start,1,5,,chor,ysheor chor chol oky dago
ZL3b-n.txt,f3r,"f3r.8,+P0",P,P,paragraph/text line,20 normal lines of text,chor,exact,ch,or,middle,2,5,ysheor,chol,ysheor chor chol oky dago
ZL3b-n.txt,f3r,"f3r.8,+P0",P,P,paragraph/text line,20 normal lines of text,chol,exact,ch,ol,middle,3,5,chor,oky,ysheor chor chol oky dago
ZL3b-n.txt,f3r,"f3r.9,+P0",P,P,paragraph/text line,20 normal lines of text,ol,standalone,,ol,end,5,5,otchody,,sho vor sheoldam otchody ol
ZL3b-n.txt,f3r,"f3r.10,+P0",P,P,paragraph/text line,20 normal lines of text,ydar,broad,y,ar,start,1,2,,cholcthom,ydar cholcthom
ZL3b-n.txt,f3r,"f3r.11,+P0",P,P,paragraph/text line,20 normal lines of text,shol,exact,sh,ol,middle,2,5,pcheol,sols,pcheol shol sols sheol shey
ZL3b-n.txt,f3r,"f3r.11,+P0",P,P,paragraph/text line,20 normal lines of text,sheol,broad,sh,ol,middle,4,5,sols,shey,pcheol shol sols sheol shey
ZL3b-n.txt,f3r,"f3r.12,+P0",P,P,paragraph/text line,20 normal lines of text,qokchor,broad,qok,or,middle,2,5,okadaiin,qo,okadaiin qokchor qo schodam octhy
ZL3b-n.txt,f3r,"f3r.14,+P0",P,P,paragraph/text line,20 normal lines of text,chor,exact,ch,or,start,1,4,,qodair,chor qodair okeey qokeey
ZL3b-n.txt,f3r,"f3r.15,+P0",P,P,paragraph/text line,20 normal lines of text,shor,exact,sh,or,middle,2,7,tsheoarom,or,tsheoarom shor or chor olchsy chom otchomoporar
ZL3b-n.txt,f3r,"f3r.15,+P0",P,P,paragraph/text line,20 normal lines of text,or,standalone,,or,middle,3,7,shor,chor,tsheoarom shor or chor olchsy chom otchomoporar
ZL3b-n.txt,f3r,"f3r.15,+P0",P,P,paragraph/text line,20 normal lines of text,chor,exact,ch,or,middle,4,7,or,olchsy,tsheoarom shor or chor olchsy chom otchomoporar
ZL3b-n.txt,f3r,"f3r.15,+P0",P,P,paragraph/text line,20 normal lines of text,otchomoporar,broad,ot,ar,end,7,7,chom,,tsheoarom shor or chor olchsy chom otchomoporar
ZL3b-n.txt,f3r,"f3r.16,+P0",P,P,paragraph/text line,20 normal lines of text,oteol,broad,ot,ol,start,1,8,,chol,oteol chol s cheol ekshy qokeom qokol daiinsoleeg
ZL3b-n.txt,f3r,"f3r.16,+P0",P,P,paragraph/text line,20 normal lines of text,chol,exact,ch,ol,middle,2,8,oteol,s,oteol chol s cheol ekshy qokeom qokol daiinsoleeg
ZL3b-n.txt,f3r,"f3r.16,+P0",P,P,paragraph/text line,20 normal lines of text,cheol,broad,ch,ol,middle,4,8,s,ekshy,oteol chol s cheol ekshy qokeom qokol daiinsoleeg
ZL3b-n.txt,f3r,"f3r.16,+P0",P,P,paragraph/text line,20 normal lines of text,qokol,exact,qok,ol,middle,7,8,qokeom,daiinsoleeg,oteol chol s cheol ekshy qokeom qokol daiinsoleeg
ZL3b-n.txt,f3r,"f3r.17,+P0",P,P,paragraph/text line,20 normal lines of text,qokeeodal,broad,qok,al,middle,4,5,yteody,sam,soeom okeom yteody qokeeodal sam
ZL3b-n.txt,f3r,"f3r.18,+P0",P,P,paragraph/text line,20 normal lines of text,qopchor,broad,qo,or,middle,3,6,shodaiin,qopol,pcheoldom shodaiin qopchor qopol opchol qotyotolom
ZL3b-n.txt,f3r,"f3r.18,+P0",P,P,paragraph/text line,20 normal lines of text,qopol,broad,qo,ol,middle,4,6,qopchor,opchol,pcheoldom shodaiin qopchor qopol opchol qotyotolom
ZL3b-n.txt,f3r,"f3r.18,+P0",P,P,paragraph/text line,20 normal lines of text,opchol,broad,o,ol,middle,5,6,qopol,qotyotolom,pcheoldom shodaiin qopchor qopol opchol qotyotolom
ZL3b-n.txt,f3r,"f3r.19,+P0",P,P,paragraph/text line,20 normal lines of text,otchor,broad,ot,or,start,1,8,,ol,otchor ol cheor qoeor dair qoteol qosaiinchor cthy
ZL3b-n.txt,f3r,"f3r.19,+P0",P,P,paragraph/text line,20 normal lines of text,ol,standalone,,ol,middle,2,8,otchor,cheor,otchor ol cheor qoeor dair qoteol qosaiinchor cthy
ZL3b-n.txt,f3r,"f3r.19,+P0",P,P,paragraph/text line,20 normal lines of text,cheor,broad,ch,or,middle,3,8,ol,qoeor,otchor ol cheor qoeor dair qoteol qosaiinchor cthy
